h tCustomer ID,Customer Name,GST Number,Billing Address,Shipping Address,Rate Card Reference,Created On,Phone,Remarks
90433,"SR Enterprises","06GGNPS5911R2ZC","SR Enterprises 2nd Floor, New Palam Vihar, Phase-1, Gurgaon Haryana 122017 Sandeep - 9310140004 ","SR Enterprises 308, 3rd Floor, Pal Tower, Opposite piller no. 52, Old MG Road, Sikandarpur, Gurgaon - 122001 Sandeep - 9310140004","N/A",04-Dec-2024,"9310140004","N/A"
90432,"Sneha Pansari","","Agrmanc, Sumitra sadan, plot no. 14, phase 3, Amarjyothi colony, bhavana enclace, New bowenpally, secunderabad , Telangana - 500011 8522011110/ 9966191166  ","Agrmanc, Sumitra sadan, plot no. 14, phase 3, Amarjyothi colony, bhavana enclace, New bowenpally, secunderabad , Telangana - 500011 8522011110/ 9966191166  ","N/A",04-Dec-2024,"9966191166","N/A"
90431,"MERCURE HYDERABAD KCP","36AAACT8046J3Z1","MERCURE HYDERABAD KCP, (A unit of The KCP Limited.) 6-3-551, SOMAJIGUDA HYDERABAD - 500082,TELANGANA, POC :HASAN mobile no. 9100019059, 9100019065","MERCURE HYDERABAD KCP 6-3-551, SOMAJIGUDA HYDERABAD - 500082,TELANGANA, POC :HASAN mobile no. 9100019059, 9100019065","N/A",04-Dec-2024,"9100019059","N/A"
90430,"Bloom Hotel Calangute (A unit of IHPL)","30AABCI6836L1ZJ","Imperativ Hospitality Private Limited 197/37, Umtavaddo,Behind McDonalds Restaurant, Calangute, Bardez Goa - 403516 Hotel contact :- 7083580647 POC-Vishal - 9561556658 /Sukaji - 9552628862 ","Imperativ Hospitality Private Limited 197/37, Umtavaddo,Behind McDonalds Restaurant, Calangute, Bardez Goa - 403516 Hotel contact :- 7083580647 POC-Vishal - 9561556658 /Sukaji - 9552628862 ","Bloom Hotels Institutional",04-Dec-2024,"","N/A"
90429,"Renaissance Bengaluru Race Course Hotel","29AAACD0132H2Z3","Renaissance Bengaluru Race Course Hotel (A Unit of DHRAMPAL SATYAPAL LIMITED Limited ( Hospitality Division)) #17 & 17/1, Madhava Nagar Extension  Race Course Lane, Bengaluru, Karnataka 560001, IN  Madan 8904473075","Renaissance Bengaluru Race Course Hotel  #17 & 17/1, Madhava Nagar Extension  Race Course Lane, Bengaluru, Karnataka, 560001, IN  Attn:  madan  Phone:  8904473075","N/A",04-Dec-2024,"9607140132","N/A"
90428,"Cinnamon Kitchen","09AAJCT4598G1ZP","TCKI Plant Foods Private Limited A-51, Sector 80, Noida, Uttar Pradesh - 201305 Uttar Pradesh, 201301 POC-Abhishek Gupta Contact - 9810627013","TCKI Plant Foods Private Limited A-51, Sector 80, Noida, Uttar Pradesh - 201305  Uttar Pradesh POC-Abhishek Gupta Contact - 9810627013","N/A",04-Dec-2024,"9810627013","N/A"
90427,"PREPPYPICK OPC PVT. LTD","29AALCP2857Q1ZE","PREPPYPICK OPC PVT. LTD 104, First Floor, Prime Honey Dew, Munishwara Temple Road, B Channasandra- Bengaluru, Karnataka - 560043 POC-Ashutosh Rai  Cont no.73568 00906  ","PREPPYPICK OPC PVT. LTD 104, First Floor, Prime Honey Dew, Munishwara Temple Road, B Channasandra- Bengaluru, Karnataka - 560043 POC-Ashutosh Rai  Cont no.73568 00906","N/A",04-Dec-2024,"7356800906","N/A"
90426,"Bloom Hotel - Brookefield","29AABCI6836L1Z2","Imperativ Hospitality Private Limited Plot No.1, Green avenue Layout Kundalahalli Colony, ITPL Main Road, Banglore-560037- Karnataka POC : Haresh k Kumar 9994390999","Bloom Hotel - Brookefield Plot No 1 , Green Avenue Layout , Opp Kundalahalli Colony, Itpl Main Rd, Brookefield Bangalore 29-KA 560037 IN POC : Haresh k Kumar 9994390999","Bloom Hotels Institutional",04-Dec-2024,"9994390999","N/A"
90425,"Bloom Hotel - Koregaon Park","27AABCI6836L1Z6","Bloom Hotel Koregaon Park Plot No -318/A Lane -E north main road koregaon park opp.orchard housing society Pune 411001 POC Chandan Mobile 7532837577","Bloom Hotel Koregaon Park Plot No -318/A Lane -E north main road koregaon park opp.orchard housing society Pune 411001 POC Chandan Mobile 7532837577","Bloom Hotels Institutional",04-Dec-2024,"7532837577","N/A"
90424,"Bloom boutique - Bandra","27AABCI6836L1Z6","Imperativ Hospitality Private Limited 331, Dr.Br Ambedkar Road Pali Hill, Bandra West Mumbai 27-MH 400050 POC  Deepak manjhi  Mob 8964952905","Imperativ Hospitality Private Limited 331, Dr.Br Ambedkar Road Pali Hill, Bandra West Mumbai 27-MH 400050 POC  Deepak manjhi  Mob 8964952905","Bloom Hotels Institutional",04-Dec-2024,"","N/A"
90423,"ALILA DIWA GOA (A UNIT OF SEABIRD RESORTS PRIVATE LIMITED)","30AAJCS4872J1Z5","Alila Diwa Goa ADAO WADDO, ADAO WADDO, MAJORDA, South Goa, Goa, 403713","Alila Diwa Goa 48/10 Village Majorda Adao Waddo,Salcete Goa, India - 403404","N/A",04-Dec-2024,"8322746800","N/A"
90422,"Novotel (Pune )","27AAACK0411E1Z9","Chalet Hotels Limited Weikfield IT City Infopark,Survey No.30/3 Ramwadi,Viman Nagar,Pune-411014,Maharashtra-INDIA POC:Rajendra Desai Mobile no.84119 62134 ","Chalet Hotels Limited Weikfield IT City Infopark,Survey No.30/3 Ramwadi,Viman Nagar,Pune-411014,Maharashtra-INDIA POC:Rajendra Desai Mobile no.84119 62134 ","Horeca 1.5gm Sachets Pack of 500 - Institutional",04-Dec-2024,"8411962134","N/A"
90421,"RAJSCAPE RESORTS PRIVATE LIMITED-JAIPUR","08AAECR0227P1Z5","TREE OF LIFE, RAJSCAPE RESORTS PVT LTD. VILLAGE KACHARAWALA VIA KUKAS, TEH AMBER, JAIPUR, RAJASTHAN, 302028 POC:Ganesh Mobile no. 8562006349","TREE OF LIFE, RAJSCAPE RESORTS PVT LTD. VILLAGE KACHARAWALA VIA KUKAS, TEH AMBER, JAIPUR, RAJASTHAN, 302028 POC:Ganesh Mobile no. 8562006349","N/A",04-Dec-2024,"8562006349","N/A"
90420,"SMG TRADING CO.","03FAJPB2609J1Z0","SMG TRADING CO. MCB-Z7/07650, gali number 7-8, NARUANA ROAD,  SHAHEED BHAGAT SINGH NAGAR, Bathinda, Bathinda, Punjab, 151001","SMG TRADING CO. MCB-Z7/07650, gali number 7-8, NARUANA ROAD,  SHAHEED BHAGAT SINGH NAGAR, Bathinda, Bathinda, Punjab, 151001","N/A",04-Dec-2024,"9988521068","N/A"
90419,"Grand Mercure Mysore","29AAGCB8612G2ZK","Grand Mercure Mysore (Unit of Brigade Hotel Ventures Limited) 2203/60. New Sayaji Road, Nelson Mandela Circle MYSURU, Karnataka - 570020 POC:Krishnegowda BK Mobile no. 9148790114","Grand Mercure Mysore 2203/60. New Sayaji Road, Nelson Mandela Circle MYSURU, Karnataka - 570020 POC:Krishnegowda BK Mobile no. 9148790114","Horeca 1.5gm Sachets Pack of 500 - Institutional",04-Dec-2024,"9148790114","N/A"
90418,"Amritesh Hospitality (The Daily Cafe, Kolkata)","19ASBPK4632P1ZB","Amritesh Hospitality (The Daily Cafe, Kolkata) 5, Satyen Dutta Road Nearest landmark - Maharaja Tea Stall (Deshapriyo Park) Kolkata - 700029 POC-8017099950","Amritesh Hospitality (The Daily Cafe, Kolkata) 5, Satyen Dutta Road Nearest landmark - Maharaja Tea Stall (Deshapriyo Park) Lake Market, Kalighat Kolkata - 700029 POC-8017099950","N/A",04-Dec-2024,"8017099950","N/A"
90417,"SS Food Works","24AEMFS9286E1ZI","SS Food Works 11-12 M Cubemall, jetalpur Road Near Vijay Sales,  Vadodara -390007 POC: Siddharth (9879296583) ","SS Food Works 11-12 M Cubemall, jetalpur Road Near Vijay Sales,  Vadodara -390007 POC: Siddharth (9879296583) ","N/A",04-Dec-2024,"9879296583","N/A"
90416,"Bloom hotels - Gurgaon","06AABCI6836L1ZA","Bloom hotels 609 P,Sector 43 Golf Course Road, Gurgoan-122002 POC :Pardeep Mobile no. 8447626367","Bloom hotels 609 - P, Near Sector 42-43 Rapid Metro Station, Golf Course Road Gurgaon HR 122002 POC :Pardeep Mobile no. 8447626367 / 7009273726","Bloom Hotels Institutional",04-Dec-2024,"8447626367","N/A"
90415,"Ms Priya-Faridabad","06BMIPS6736E2ZR","Ms Priya 2nd Floor 5B/7, BP, Above KTM Showroom Neelam Railway Road, NIT Faridabad Faridabad Haryana 121001 PH 81301 71150","Ms Priya 2nd Floor 5B/7, BP, Above KTM Showroom Neelam Railway Road, NIT Faridabad Faridabad Haryana 121001 PH 81301 71150","N/A",04-Dec-2024,"8130171150","N/A"
90414,"Bloomrooms Hotel (a unit of IHPL) - Jangpura","07AABCI6836L1Z8","Imperativ Hospitality Private Limited 7 Link Road, Jangpura Extension New Delhi 07-DL 110014 IN Mobile no. 8447626367 9654379580","Bloomrooms @ Link Road 7 Link Road, Jangpura Extension New Delhi 07-DL 110014 IN Mobile no. 8447626367 9654379580","Bloom Hotels Institutional",04-Dec-2024,"9654379580","N/A"
90413,"Bloom Hotels (Noida Sec-19)","09AABCI6836L1Z4","Imperativ Hospitality Private Limited Plot No1, Block -A, Noida Sector 19 Noida  UP 201301 Contact Person Name:- Mr. Manish(7009786729). ","Imperativ Hospitality Private Limited Plot No1, Block -A, Noida Sector 19 Noida  UP 201301 Contact Person Name:- Mr. Manish(7009786729). ","Bloom Hotels Institutional",04-Dec-2024,"7009786729","N/A"
90412,"Bloomrooms Hotel ( A Unit of IHPL) - Paharganj","07AABCI6836L1Z8","Bloomrooms Hotel ( A Unit of IHPL) 8591, Ram Nagar, Arakashan Road, Paharganj, New Delhi -110055 POC : Pardeep Mobile no.844762636","Bloomrooms Hotel ( A Unit of IHPL) 8591, Ram Nagar, Arakashan Road, Paharganj, New Delhi -110055 POC : Pardeep Mobile no.844762636","Bloom Hotels Institutional",04-Dec-2024,"844762636","N/A"
90411,"Crazy Coffee","08ABVFA8984H1ZI","Ava Food And Beverages Shop No 5, 6, 1c Road, Near Nehru Park,  Sardarpura,JODHPUR Rajasthan -342003  ","Ava Food And Beverages Shop No 5, 6, 1c Road, Near Nehru Park,  Sardarpura,JODHPUR Rajasthan -342003","N/A",04-Dec-2024,"9782161938","N/A"
90410,"bloom Boutique | GK1 (a unit of IHPL)","07AABCI6836L1Z8","Imperativ Hospitality Private Limited C-10, Hansraj Gupta Rd, Near M Block Market, Greater Kailash-1, C Block New Delhi 07-DL 110048 IN POC:Pradeep Mobile no. 8447626367","Bloom Boutique | GK1 C-10, Hansraj Gupta Rd, Near M Block Market, Greater Kailash-1, C Block New Delhi 07-DL 110048 IN POC:Pradeep Mobile no. 8447626367","Bloom Hotels Institutional",04-Dec-2024,"9654379580","N/A"
90409,"Bloomrooms Calangute Goa","30AABCI6836L1ZJ","Imperativ Hospitality Private Limited Candolim-Calangute Sinquerim Road, Opp. Jambleshwar Temple, Gaura Waddo Goa 30-GA 403516 IN Hotel Contact :- 8530623960 Purchase Dep (Vishal) - 9561556658 / Sukaji - 9552628862 ","Bloomrooms Calangute Goa, Calangute Candolim Road, Gaura waddo, Opp - Jambleshwar Temple Rd, Calangute Goa - 403516 Hotel Contact :- 8530623960 Purchase Dep - 9561556658/9008696260","Bloom Hotels Institutional",04-Dec-2024,"8530623960","N/A"
90408,"Bharat Brothers","27AAAFB1920C1Z8","3RD FLOOR, EE 3020, BHARAT DIAMOND BOURSE, G BLOCK BANDRA KURLA COMPLEX, BANDRA EAST, Mumbai, Maharashtra, 400051 ","3RD FLOOR, EE 3020, BHARAT DIAMOND BOURSE, G BLOCK BANDRA KURLA COMPLEX, BANDRA EAST, Mumbai, Maharashtra, 400051 ","N/A",04-Dec-2024,"","N/A"
90407,"Bloom Hotel - Sector 62","09AABCI6836L1Z4","Imperativ Hospitality Private Limited Ground Floor, Plot No C-30/4, Noida Sector-62 Noida 09-UP 201301 POC  Ankur  Mobile No  98218515128","Bloom Hotel - Sector 62 Ground Floor, Plot No C-30/4, Noida Sector-62 Noida 09-UP 201301 IN POC  Ankur  Mobile No  98218515128","Bloom Hotels Institutional",04-Dec-2024,"98218515128","N/A"
90406,"Mercure Hotel ( Sriperambadur)","33AALCS2709L1Z5","Mercure Hotel ( Sriperambadur) CP-8,Sipcot Industrial Park, Oragadam Sriperumbudur Chennai Tamil Nadu-602105 Mob 8939880582","Mercure Hotel ( Sriperambadur) CP-8,Sipcot Industrial Park, Oragadam Sriperumbudur Chennai Tamil Nadu-602105 Mob 8939880582","N/A",04-Dec-2024,"8939880582","N/A"
90405,"EatFit Kitchen Hsr (R&D)","","EatFit Kitchen Hsr (R&D) 16, 1st Main Rd, Muneswara Nagar, Sector 6, HSR Layout, Bengaluru,  Karnataka 560102 ","EatFit Kitchen Hsr (R&D) 16, 1st Main Rd, Muneswara Nagar, Sector 6, HSR Layout, Bengaluru,  Karnataka 560102 ","N/A",04-Dec-2024,"96864 48589","N/A"
90404,"Orchid Tree Wellness Retreat & Nursery","29AMCPM7481P3Z4","Orchid Tree Wellness Retreat & Nursery 7/2 7/5 7/6 SURVEY NO, YALACHAMANAHALLI VILLAGE,DODDANALLALA PANCHAYAT, Hoskote Industrial Area Bengaluru Rural, Karnataka, 562114 Mob: 7259947766","Orchid Tree Wellness Retreat & Nursery 7/2 7/5 7/6 SURVEY NO, YALACHAMANAHALLI VILLAGE,DODDANALLALA PANCHAYAT, Hoskote Industrial Area Bengaluru Rural, Karnataka, 562114 Mob: 7259947766","N/A",04-Dec-2024,"7259947766","N/A"
90403,"Samhi Hotels (Gurgaon) Private Limited","06AAECM9133D1ZO","Samhi Hotels (Gurgaon) Private Limited Khasra No. 22/1/2/1/1, 2/1/1, 3, 4/1, Plot No.15/1, Gurgaon Gurgaon, Haryana, 122001 POC Rahul Singh Mobile No. 7042395538","Samhi Hotels (Gurgaon) Private Limited Khasra No. 22/1/2/1/1, 2/1/1, 3, 4/1, Plot No.15/1, Gurgaon Gurgaon, Haryana, 122001 POC Rahul Singh Mobile No. 7042395538","N/A",04-Dec-2024,"7042395538","N/A"
90402,"Hotel Kemps Corner","27AAAFH0626F1ZV","131August kranti marg Mumbai 36. near pedder road fly over Mumbai - 400036 POC-Julian  Cont no.98197 19101   ","131August kranti marg Mumbai 36. near pedder road fly over Mumbai - 400036 POC-Julian  Cont no.98197 19101 ","N/A",04-Dec-2024,"9819719101","N/A"
90401,"Goyal International","08AAAFG6012E1ZY","24, Goyal House, Opp. Anchor mall, Ajmer road, Jaipur – 302006","24, Goyal House, Opp. Anchor mall, Ajmer road, Jaipur – 302006 POC  MAYANK SINGH TOMAR MOB 9636722200","N/A",04-Dec-2024,"9636722200","N/A"
90400,"Alila Diwa Goa - SEABIRD RESORTS PRIVATE LIMITED","30AAJCS4872J1Z5","Alila Diwa Goa- A Hyatt Brand 48/10 Village Majorda Adao Waddo, Salcete Goa 403713 9049997518","Alila Diwa Goa, 48/10 Village Majorda Adao Waddo, Salcete Goa, India 403713, 9049997518","N/A",04-Dec-2024," 9049997518","N/A"
90399,"Phoenix Family Office Advisers Pvt Ltd","07AAKCP9289P1Z7","Phoenix Family Office Advisers Pvt Ltd Unit No- 3A, 3rd Floor, Aria Commercial Tower (JW Marriott Hotel) Asset Area 4, Aerocity New Delhi - 110037 M No - 9899584428","Phoenix Family Office Advisers Pvt Ltd Unit No- 3A, 3rd Floor, Aria Commercial Tower (JW Marriott Hotel) Asset Area 4, Aerocity New Delhi - 110037 M No - 9899584428 9873812340","N/A",04-Dec-2024,"9899584428","N/A"
90398,"Taanush Entertainment Studios Private Limited","07AAICT3606L1Z4","Taanush Entertainment Studios Private Limited 101 Cottage Enclave, Paschim Vihar, Delhi, West Delhi,  Delhi, 110063","91 Priyadarshini Apartments Near Balaji action hospital A-4 Paschim Vihar  Delhi, West Delhi,  Delhi, 110063-9871080112","N/A",04-Dec-2024,"9871080112","N/A"
90397,"Red Square","36BRQPG8668A1ZG","Red Square 1st Floor,#6-4-506, Vijayendra Nilayam, M.I.G.H colony, New Bhoiguda, Secunderabad, Telangana 500080 Poc-Vikas Cont no, +91 85198 21293 ","Red Square 1st Floor,#6-4-506, Vijayendra Nilayam, M.I.G.H colony, New Bhoiguda, Secunderabad, Telangana 500080 Poc-Vikas Cont no, +91 85198 21293 ","N/A",04-Dec-2024,"8519821293","N/A"
90396,"Vijayant Dangwal","","Emaar Capital Tower 1, Mehrauli Road  Gurugram -122002","Emaar Capital Tower 1, Mehrauli Road  Gurugram -122002 Contact No  8448871323","N/A",04-Dec-2024,"","N/A"
90395,"Krishna Super Marche (Punjabi Bagh New)","07ADLFS5981L1Z8","Krishna Super Marche (Punjabi Bagh New) 6 NWA, Club Road, Punjabi Bagh New Delhi","Krishna Super Marche Address K-76 Udyog Nagar N. Delhi Punjabi Bagh West Delhi - 110041","N/A",04-Dec-2024,"","N/A"
90394,"Novotel Goa Candolim","30AAOCS6601E1ZO","Zon Hotels Pvt. Ltd. Novotel Goa Candolim, Anna Waddo Main Candloim Road, Bardez Goa - 403515, India POC : Goutam Desai Mobile no. 9481115576","Novotel Goa Candolim A Unit of Zon Hotels Pvt. Ltd. Anna Waddo Main Candloim Road, Bardez Goa - 403515, India POC :Goutam Desai Mobile no. 9481115576","Horeca 1.5gm Sachets Pack of 500 - Institutional",04-Dec-2024,"9481115576","N/A"
90393,"DYP Hospitality Pvt Limited (Sayaji Hotel )","","2104/15, e ward, Old Pune - Bangalore Road  Near kawala Naka, Opp : Mohite Suzuki Showroom Kolhapur-416001 Mobile No : 7722053764 & 9130063128  ","2104/15, e ward, Old Pune - Bangalore Road  Near kawala Naka, Opp : Mohite Suzuki Showroom Kolhapur-416001 Mobile No : 7722053764 & 9130063128  ","N/A",04-Dec-2024,"","N/A"
90392,"Kamal Singh","","Aurika, Udaipur 1, Kala rohi, Sisarma,Udaipur  Rajasthan -313001 +91 99822 32306","Aurika, Udaipur 1, Kala rohi, Sisarma,Udaipur  Rajasthan -313001 +91 99822 32306","N/A",04-Dec-2024,"","N/A"
90391,"Abhishek Mishra","","The Deltin Varkund, 1, Vapi-Kachigam Rd, Nani Daman, Daman,  Dadra and Nagar Haveli and Daman and Diu 396210,  Contact no:- 9662010646. Poc-Abhishek Mishra Contact no:- 9662010646.  ","The Deltin Varkund, 1, Vapi-Kachigam Rd, Nani Daman, Daman,  Dadra and Nagar Haveli and Daman and Diu 396210,  Contact no:- 9662010646. Poc-Abhishek Mishra Contact no:- 9662010646.  ","N/A",04-Dec-2024,"","N/A"
90390,"Mr Thoman Angerer","","Hyatt India Consultancy Private Limited,  1903 – 1904, Hyatt Delhi Residences Asset No. 1, Aerocity,  New Delhi, Delhi 110037   +91 8130936262  ","Hyatt India Consultancy Private Limited,  1903 – 1904, Hyatt Delhi Residences Asset No. 1, Aerocity,  New Delhi, Delhi 110037   +91 8130936262  ","N/A",04-Dec-2024,"","N/A"
90389,"Mr Thoman Angerer","","Mr Thoman Angerer Hyatt India Consultancy Private Limited,  1903 – 1904, Hyatt Delhi Residences Asset No. 1, Aerocity,  New Delhi, Delhi 110037   +91 8130936262  ","Mr Thoman Angerer Hyatt India Consultancy Private Limited,  1903 – 1904, Hyatt Delhi Residences Asset No. 1, Aerocity,  New Delhi, Delhi 110037   +91 8130936262  ","N/A",04-Dec-2024,"","N/A"
90388,"Prashant Kulkarni","","16th Floor, Two Horizon Center Sector 43, DLF Phase -5 Golf Course Road  Gurugram-122002 POC-Prashant Kulkarni 9319097075","16th Floor, Two Horizon Center Sector 43, DLF Phase -5 Golf Course Road  Gurugram-122002 POC-Prashant Kulkarni 9319097075","N/A",04-Dec-2024,"","N/A"
90387,"Marriott International Inc","","303A/304, FULCRUM, B - Wing, Hiranandani Business Park, Sahar Road, Andheri East, Mumbai 400 099, Maharashtra, India. Poc-SACHIN MYLAVARAPU Cont no. 7738511012","303A/304, FULCRUM, B - Wing, Hiranandani Business Park, Sahar Road, Andheri East, Mumbai 400 099, Maharashtra, India. Poc-SACHIN MYLAVARAPU Cont no. 7738511012","N/A",04-Dec-2024,"","N/A"
90386,"Manik","","JA-1, Sector-3, Salt Lake City, Kolkata - 700098, India","JA-1, Sector-3, Salt Lake City, Kolkata - 700098, India Cont no.  90733-35807","N/A",04-Dec-2024,"9073335807","N/A"
90385,"Nilesh Sharma","","HYATT REGENCY PUNE HOTEL AND RESIDENCES  Weikfield IT Park, Nagar Road, Pune 411014, India  +91 915 889 3023  ","HYATT REGENCY PUNE HOTEL AND RESIDENCES  Weikfield IT Park, Nagar Road, Pune 411014, India +91 915 889 3023 ","N/A",04-Dec-2024,"9158893023","N/A"
90384,"GrowthX Education Labs Private Limited","27AAJCG2189G1ZD","Address- Model colony, Lakaki Road, Pune, Maharashtra 41101","Novel Gifting 1st FLOOR, 26/10, Ramanna Compound, 6th Cross Road, Mangammanpalya Landmark: above 1MG healthcare Warehouse, adjacent to MRR Royal Public School, Bengaluru, Karnataka 560068 Contact: Swaroop: 8088418320 ","N/A",04-Dec-2024,"","N/A"
90383,"Mr Manuj Prothi","","Mr Manuj Prothi C/o- Valvoline Cummins Pvt Ltd 3rd Floor, Vipul Plaza Suncity,  Sector 54, Gurugram, 122002 Mobile number- 7838202529 ","Mr Manuj Prothi C/o- Valvoline Cummins Pvt Ltd 3rd Floor, Vipul Plaza Suncity,  Sector 54, Gurugram, 122002 Mobile number- 7838202529 ","N/A",04-Dec-2024,"","N/A"
90382,"Thikana In The Foothills LLP","05AAQFT6118A1ZC","Thikana In The Foothills LLP, Bharatwala, Bisht Gaon, Dehradun, Uttrakhand, 248003, Landmark- Tree Of Life Foothills, Dehradun POC  Kishor Rawat  M: +91 8445875200  ","Thikana In The Foothills LLP, Bharatwala, Bisht Gaon, Dehradun, Uttrakhand, 248003, Landmark- Tree Of Life Foothills, Dehradun POC  Kishor Rawat  M: +91 8445875200  ","N/A",04-Dec-2024,"8445875200","N/A"
90381,"Yum Cha LLP (Gurgaon-HQ)","06AACFY0707C1ZO","Gate no.2, Opposite Maruti Suzuki factory Old delhi Road Vill. Mollahera, Gurugram Haryana Contact No  9717152221,PINcode - 122001","Yum Cha LLP, 617, Udyog Vihar Phase V Gurgaon, Pincode  - 122016 Phone No  - 8700098690","N/A",04-Dec-2024,"8700098690","N/A"
90380,"Scootsy Logistic Private Limited (Ahmedabad - Gujarat)","24AAVCS1691R1ZB","Scootsy Logistic Private Limited Block no 96, Moje vasna Chancharwadi, Taluk Sanand Ahmedabad, Gujarat India-382213 Mobile no. 9545457219 Contact No - 9560619272","Scootsy Logistic Private Limited Block no 96, Moje vasna Chancharwadi, Taluk Sanand Ahmedabad, Gujarat India-382213 Mobile no. 9545457219 Contact No - 9560619272","Swiggy Rate Card - 2",04-Dec-2024,"9545457219","N/A"
90379,"IBIS Styles Goa Calngute","30AABCI2732H1Z5","InterGlobe Hotels Pvt. Ltd Survey 166-Naikwaddo Calangute-Bardez 403516 GOA POC:Prashant Morajkar Mobile no. 832 6716036 ","InterGlobe Hotels Pvt. Ltd Survey 166-Naikwaddo Calangute-Bardez 403516 GOA POC:Prashant Morajkar Mobile no. 832 6716036 ","Horeca 1.5gm Sachets Pack of 500 - Institutional",04-Dec-2024,"8326716036","N/A"
90378,"Standout Hospitality Private Limited","02ABNCS1986L1ZT","StandOut Hotel, Naiden House, Village Simsa, Sajjanu Ville, Manali, Himachal Pradesh 175131 ","StandOut Hotel, Naiden House, Village Simsa, Sajjanu Ville, Manali, Himachal Pradesh 175131 Contact No  7773050300 ","N/A",04-Dec-2024,"","N/A"
90377,"Hotel Mongas","02ALUPM0838R1ZF","HOTEL MONGAS, GANDHI CHOWK, DALHOUSIE, Chamba, Himachal Pradesh, 176304 POC 8219838761, Nikita- +91 94181 81818","HOTEL MONGAS, GANDHI CHOWK, DALHOUSIE, Chamba, Himachal Pradesh, 176304 OC 8219838761, Nikita- +91 94181 81818","N/A",04-Dec-2024,"8219838761","N/A"
90376,"Hotel Suba International","","211, sahar road , chakala , Andheri East , Mumbai- 400099 MOBILE NO   9820172618","211, sahar road , chakala , Andheri East , Mumbai- 400099 MOBILE NO   9820172618","N/A",04-Dec-2024,"","N/A"
90375,"Prana Superfoods","23AMNPK8313M2ZP","104 Princess Greenview Apartment 5/3 New Palasia Indore 452001 Madhya Pradesh Contact No : 7000533692","Harshita Shakalya 1st Floor, Plot No. 20 Buty Layout Raj Nagar, Katol Road Near Sitaram Mandir Nagpur - 440013","N/A",04-Dec-2024,"","N/A"
90374,"Prabhshaan Chawla","","SCF 27-28, Sukhmani Enclave, Barewal Awana, Ludhiana, 141012 Contact No. 8283834599 ","SCF 27-28, Sukhmani Enclave, Barewal Awana, Ludhiana, 141012 Contact No. 8283834599 ","N/A",04-Dec-2024,"8283834599","N/A"
90373,"M/s Spencer's Retail Limited","06AAICR1034J1ZI","Spencer's Retail Limited 2nd Floor, Unit 02, Orchid Center, Golf Course Road, Sector 53, Gurugram, Gurugram, Haryana, 122002","SPENCERS RETAIL LTD KHASRA NO. 53/19 MIN, 22 MIN, 23 MIN, 24 MIN, 59/2,3,4 MIN & 7,8/1, VILLAGE KHAINTAWAS Gurgaon-122505","N/A",04-Dec-2024,"","N/A"
90372,"Ibis Mumbai","27AAACI2583F1ZO","ISHA STEEL TREATMENT PRIVATE LIMITED PLOT NO. 14, LBS MARG OPP HOME TOWN, VIKHROLI WEST, Mumbai, Maharashtra, 400083 POC : Vinayak Jadhav Mobile no. 9823439379","ISHA STEEL TREATMENT PRIVATE LIMITED PLOT NO. 14, LBS MARG OPP HOME TOWN, VIKHROLI WEST, Mumbai, Maharashtra, 400083 POC : Vinayak Jadhav Mobile no. 9823439379","Horeca 1.5gm Sachets Pack of 500 - Institutional",04-Dec-2024,"9222329191","N/A"
90371,"Gauri Bajaj Mittra","","A-27, Kailash Colony, New Delhi 110048","A-27, Kailash Colony, New Delhi 110048","N/A",04-Dec-2024,"9873181647","N/A"
90370,"Gifting Concierge","27ABAFG6791P1ZN","501, Gitanjali Garden, 68E Rungta Lane, Nepean Sea Road, Mumbai -400006","501, Gitanjali Garden, 68E Rungta Lane, Nepean Sea Road, Mumbai -400006","N/A",04-Dec-2024,"","N/A"
90369,"Scootsy Logistcs private Limited (Lucknow )","09AAVCS1691R2Z2","Scootsy Logistcs private Limited KH NO-543.544,537,540 VILL NATKUR BIJNOR ROAD SAROJINI NAGAR Lucknow Lucknow, Uttar Pradesh- 226008 Mobile no. 9876567890","Scootsy Logistcs private Limited KH NO-543.544,537,540 VILL NATKUR BIJNOR ROAD SAROJINI NAGAR Lucknow Lucknow, Uttar Pradesh- 226008 Mobile no. 9876567890","Swiggy Rate Card - 2",04-Dec-2024,"9451543108","N/A"
90368,"Scootsy Logistics Private Limited ( Chandigarh )","03AAVCS1691R1ZF","Scootsy Logistics Private Limited ( Chandigarh ) Scootsy CHD Ecom A V Logistics 255-358 Village Basman, Tehsil Banur, SAS Nagar, Mohali Punjab-140601 POC : Shagun Sharma, Mandeep mobile no. 8091707013,9501234532","Scootsy Logistics Private Limited ( Chandigarh ) Scootsy CHD Ecom A V Logistics 255-358 Village Basman, Tehsil Banur, SAS Nagar, Mohali Punjab-140601 POC : Shagun Sharma, Mandeep mobile no. 8091707013,9501234532","Swiggy Rate Card - 2",04-Dec-2024,"9501234532","N/A"
